Headlines,Summary,Time
"More than 12,000 affected","MASHKEL (Balochistan): More than 12,000 people living in this remote, impoverished desert region near the Iranian border have been affected by this week’s huge earthquake, a relief official said on Thursday. 
    ",19/04/2013
Diplomatic games: Bhutto tried to bring Kissinger to Peshawar,"ISLAMABAD, April 18: Then prime minister Zulfikar Ali Bhutto, in a bid to blunt Afghan claims on Peshawar, tried to bring the US secretary of state to the city. Henry Kissinger agreed but the move annoyed Kabul, which 
    ",19/04/2013
Familiar faces return,"A major shift in voting trends in Sahiwal has occurred - the PML has more support in urban localities and the PPP in rural ones. 
    ",19/04/2013
‘The daughter of Lyari’,"Born and raised in Lyari, Saniya Naz is the first female to contest elections on a PPP ticket for a general seat in the area. 
    ",19/04/2013
Television politician,"Television gives a new lease of life to politicians even if it fails to provide them electoral relevance and Sheikh Rashid Ahmed, is it's classic example. 
    ",19/04/2013
Diverse electoral dynamics in Kurram Agency,"PESHAWAR, April 18: Electoral dynamics in Kurram Agency are different from other administrative units of the Federally Administrative Tribal Areas (Fata) due to sectarian divide and pluralistic society. 
    ",19/04/2013
Court told: Redeployment of FC to KP begins,"PESHAWAR, April 18: The federal government has begun redeployment of 50 Frontier Constabulary (FC) platoons each having 43 personnel to Khyber Pakhtunkhwa from across the country in line with the Peshawar High Court orders 
    ",19/04/2013
Over 100 withdraw papers for Peshawar seats,"101 candidates withdrew their nomination papers for four NA and 11 provincial assembly constituencies of the provincial capital. 
    ",19/04/2013
Border police personnel sent on forced retirement,"CHITRAL, April 18: As many as 102 personnel of Chitral district border police have been sent on forced retirement. These officials include one subedar major, four subedars, 15 naib subedars and sepoys. 
    ",19/04/2013
Shahid Afridi urges people to cast vote,"PESHAWAR, April 18: Cricket star Shahid Khan Afridi paid a surprise visit to Bara tehsil of Khyber Agency on Thursday and urged the tribal people to cast their vote sensibly for honest and sincere candidates in 
    ",19/04/2013
Militants targeted in Darra air strikes,"KOHAT, April 18: Several militants were killed when helicopter gunships pounded different areas of Darra Adamkhel near the border of Khyber Agency on Thursday, sources said. 
    ",19/04/2013
GBLA session summoned,"GILGIT, April 18: Speaker Wazir Baig summoned the session of Gilgit-Baltistan Legislative Assembly (GBLA) on April 24 after 17 of the total 33 assembly members submitted the requisition in the Assembly Secretariat on Thursday. 
    ",19/04/2013
"No hope for ANP, say experts","PESHAWAR, April 18: Despite being under attack from the belligerent Tehrik-i-Taliban Pakistan, Awami National Party has no option but to take active part in the May 11 elections to avoid getting sidelined, experts believe. 
    ",19/04/2013
Will you vote next month?,"Political observers note that the integrity of the voting exercise is better presented for this election leading to increased voter confidence. 
    ",20/04/2013
Local rivalries dominate,"The politics of Jhelum are beset with local rivalries. PPP once had a vote bank here but PML-N has come to dominate . 
    ",20/04/2013
Quake-hit people complain of inadequate relief ,"About 15,000 people have been rendered homeless after their houses and shops were destroyed by the quake. 
    ",20/04/2013
Nawaz warns against bids to postpone polls ,"Nawaz Sharif warned “any attempt to postpone the election will pose a serious threat to the country”. 
    ",20/04/2013
Army won’t be deployed at polling stations: govt,"The decision was taken at a meeting on law and order presided over by caretaker PM retired Justice Mir Hazar Khan Khoso. 
    ",20/04/2013
Malala to speak at UN in July,"LONDON, April 19: Malala Yousufzai would make her first public speech on her 16th birthday in New York, the office of Britain’s former prime minister Gordon Brown announced on Friday. 
    ",20/04/2013
Mortar shell kills three of a family in Buner,"BUNER/PESHAWAR, April 19: A woman and two children were killed on Friday when an unexploded mortar shell went off in... 
    ",20/04/2013
"JUI, QWP agree on seat adjustment","PESHAWAR, April 19: Jamiat Ulema-i-Islam-Fazl and Qaumi Watan Party on Friday agreed on seat adjustment in four... 
    ",20/04/2013
DRO summons KP speaker,"PESHAWAR, April 19: The Peshawar district returning officer (DRO) Shehbar Khan on Friday took notice of alleged... 
    ",20/04/2013
Annoyed PTI activists to contest polls independently in Fata  ,"PESHAWAR, April 19: The disgruntled workers of Pakistan Tehrik-i-Insaf hailing from Fata have criticised the... 
    ",20/04/2013
65 candidates to fight it out for Peshawar’s four NA seats,"PESHAWAR, April 19: A total of 277 candidates will fight it out for the four National Assembly and 11 Khyber... 
    ",20/04/2013
Victims of power project without compensation,"CHITRAL, April 19: The families affected by Golen Gol hydropower project in Chitral’s Koghuzi area on Friday... 
    ",20/04/2013
"Raja diverted funds of vital projects during last days in office, SC told","ISLAMABAD, April 19: The Supreme Court was baffled to learn on Friday that former prime minister Raja Parvez Ashraf, during his last days in office, diverted Public Sector Development Programme (PSDP) funds 
    ",20/04/2013
Much to prove,"The PML-N has spent years trying to establish itself as anti-establishment but it still faces scepticism. 
    ",20/04/2013
Two new ministers inducted in GB cabinet,"GILGIT, April 19: The Governor Gilgit-Baltistan Syed Pir Karam Ali Shah on Friday administered oath to the two newly inducted ministers -- one from Pakistan People’s Party and the other an independent. 
    ",20/04/2013
‘Only democracy can resolve Balochistan issue’,"Lashkar Raisani said external forces were exploiting the sense of deprivation among the people of Balochistan. 
    ",22/04/2013
Barozai promises ‘model town’ near quake-hit Mashkel,"He visited the earthquake-stricken area and expressed dissatisfaction over the performance of the local administration. 
    ",22/04/2013
Diversion of uplift funds: ECP ban puts KP in tight corner,"“The government’s hands are tied because of the ban,” said a senior government functionary. 
    ",22/04/2013
Taliban dictating political narrative in KP,"PESHAWAR, April 21: The Tehrik-i-Taliban Pakistan (TTP) is dead bent to hold sway over the current electoral process... 
    ",22/04/2013
Nawaz calls for door-to-door election campaign,"Nawaz directed his party’s candidates “to ensure door-to-door campaign personally” by April 30.  
    ",22/04/2013
Voter maturity in Charsadda,"The birthplace of the non-violent Khudai Khidmatgar movement of Khan Abdul Ghaffar Khan, Charsadda has always played a significant role in Pakistan's politics but voter trends have tended to prove shifting and no 
    ",22/04/2013
The Q factor in Punjab,"History indicates that PML-Q could never evolve as a political party and was and remains a group of individual ‘electables’. 
    ",22/04/2013
A party under siege,"The ANP achieved its promise of renaming the province as Khyber Pakhtunkhwa and obtaining provincial autonomy. 
    ",22/04/2013
Gunmen kill 4 of a family,"PESHAWAR, April 21: Unknown gunmen killed four persons of a family on Sunday in the Matani village on the outskirts of Peshawar. 
    ",22/04/2013
Protest against attack on NP chief’s house,"QUETTA, April 21: Activists of the National Party (NP) held a demonstration here on Sunday to condemn an attack on the house of their leader Dr Abdul Malik Baloch in Turbat earlier in the day and said that despite 
    ",22/04/2013
Foreign missions worried about security during polls,"Mr Khoso said the caretaker government would take all measures to ensure free, fair and transparent elections. 
    ",26/04/2013
AI urges govt to investigate election violence,"Amnesty said at least 37 people had been killed and 183 injured in attacks on election officials and supporters.  
    ",26/04/2013
Ulema stress use of vote to bring about change,"ISLAMABAD, April 25: The chairman of Pakistan Ulema Council, Hafiz Mohammad Tahir Ashrafi, categorically said on... 
    ",26/04/2013
NP leader condemns attacks on candidates,"National Party vice-president Mir Hasil Bizenjo said attacks could not stop his party from contesting the elections. 
    ",26/04/2013
Media accountability: List ‘B’ contains no names: SC,"ISLAMABAD, April 25: The Supreme Court let the cat out of the bag when it divulged on Thursday that the much-awaited... 
    ",26/04/2013
A fortress under assault ,"Consisting of crowded old-city neighbourhoods and unplanned semi-urban residential areas, Peshawar’s National... 
    ",26/04/2013
"Taliban, taboos bar millions of women from polling","Next month’s elections should mark the first democratic transition of power in Pakistan, but Taliban threats,... 
    ",26/04/2013
